V2	V3	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15
ABCC5	mRNA	6.63396572435832	1.18428975615324	5.37400634434946	5.89511195216876	6.84130525697103	6.04332939350561	6.1263487425095	7.07595423373776	5.98028877534775	6.39278225231248	7.00963707821068	6.4855437759353	6.57014567502983	6.50560365362305	4.86059478306964
ABCC8	mRNA	5.00674117735414	0	0	6.25228483037836	2.1079176658084	0	7.12537801804002	1.80865966924048	0	6.29879518605005	1.56170683123754	0	5.85683333277899	2.32874095258638	1.15035023822764
ABCC9	unclassified transcription discrepancy	1.9709643127112	2.44726236757542	5.96540832159441	2.71646072215775	0	5.39479368858956	2.20917050896532	2.58648459109272	4.41507952429953	0.913237314144646	0	5.8825814662941	0.929056082632828	1.88066395264427	6.11482411644977
ABCD2	mRNA	0	0	2.29023988284354	0	0	2.94226379371739	0	0	2.95939643842668	0	0	3.17874742589272	0	0	2.82749157944306
ABCD3	mRNA	0	3.39833145806295	3.25716507709695	2.9424396347251	2.70438750472194	1.54118404891011	1.89455392395723	2.24936953381817	1.09062593676957	2.84455976683908	1.56170683123754	2.89610995928804	2.46470725046982	2.67013555222408	1.78213823763465
ABCE1	mRNA	7.87420712307683	7.82977126528698	8.15910742717144	7.66735858539693	8.3943894008497	7.80447794037329	7.72862417543651	8.45200134452208	7.72190258471671	7.42922877509414	8.7031496793374	7.69497257114667	7.45514436504878	8.51496060787653	7.79286622576053
ABCF1	mRNA	1.9709643127112	1.54041039378433	2.50325947933402	1.41779866097676	0	2.53002866929382	0	1.17093990676411	0	1.46807932986246	0.982593486471411	2.07795470432166	0	1.22726202895103	0
ABCF2	mRNA	5.79473502959027	3.96660778418034	6.99840769235479	4.60909619810342	4.04000433279315	6.82921056393257	5.25349604865889	3.46109200126473	7.17459964210701	4.07884893216129	4.92031393370732	6.80943810753143	4.66725664675539	4.3057600495367	6.45281152814068
ABCF3	mRNA	1.55918200977679	0	1.73761088761245	1.08032805197453	1.07283446928698	1.95065464047446	0.930565775384321	0	1.70457468024664	0	0.982593486471411	1.38462519734041	0.929056082632828	0	1.15035023822764
ABHD12	mRNA	1.55918200977679	2.06394716181681	0	1.69110249141628	1.68128030410334	0	1.49162052934848	1.17093990676411	1.09062593676957	0.913237314144646	0.982593486471411	0	2.20668051841327	0	0
ABHD13	mRNA	2.96606770513033	4.37322926169396	3.83093196604054	2.4483902025648	3.29697088644502	2.53002866929382	3.33059185173247	3.88434562020807	3.62019243524881	3.29758276822993	5.66609576056916	3.61792001547998	3.19160504773049	4.48925772650952	3.05624821099907
ABHD17B	mRNA	4.76991484714583	4.88906390982922	7.21793080975127	5.41934949525765	5.34795752317217	5.54991502892226	5.10948021098226	4.76994366069861	5.69585151057006	5.43951679541237	5.13588389667192	5.62442948989538	5.21572492345114	5.66178468972335	5.67261733323617
ABHD17C	mRNA	6.17113976034584	6.513310052838	5.4530275286155	5.28145985776024	7.2807587673883	5.2209613767402	5.53297663003397	7.49166412235932	4.41507952429953	4.99613264147315	7.50432380382413	4.45572405151632	5.28426436946278	7.36307592038889	5.27835690032414
ABHD18	mRNA	3.54939430314147	3.84412514202693	0.83047834078404	3.60231059221643	3.29697088644502	0.967291332269984	3.45499923038207	3.88434562020807	0	2.65526025667888	2.96939937865858	0	2.46470725046982	2.32874095258638	1.15035023822764
ABHD3	mRNA	0.98070794986845	2.26829805630465	0	0	2.1079176658084	0	0	2.8595555427429	0	1.46807932986246	0	0	1.48957358939684	0	0
ABHD4	mRNA	1.9709643127112	2.06394716181681	0	0	1.07283446928698	1.95065464047446	0.930565775384321	2.24936953381817	2.73298999134732	2.18048740713655	1.56170683123754	2.54426861066937	2.20668051841327	3.17749286119095	1.78213823763465
ABI1	mRNA	5.71677087422677	5.69767920513695	5.47843450305291	6.28358220571527	6.58355440697274	5.74238751349787	6.26877046324138	6.12592146025645	5.45704388041485	6.31489108278479	6.03159265235551	5.75927191887212	6.28248680138775	6.50560365362305	6.00950937242095
ABI2	mRNA	2.55266425567731	6.2250794699666	3.00080657171961	4.95846941692655	4.13368129205897	4.0252645856068	3.77445253362983	4.11024496233887	3.74699049050027	4.99613264147315	2.55583386432756	2.54426861066937	4.7664289997493	4.09547463535322	3.84964456169018
ABI3BP	mRNA	0	0	0.83047834078404	0.639008374330189	0	2.75082040018221	0	1.17093990676411	0	0	0	2.89610995928804	0	0	2.22003061950327
ABL2	mRNA	1.9709643127112	2.74981678679668	0	2.29301990674005	2.93005094851609	3.11125345923535	2.46730990762739	2.8595555427429	2.73298999134732	3.01187728564315	2.96939937865858	3.17874742589272	1.89223149317793	1.22726202895103	2.82749157944306
ABLIM1	mRNA	2.55266425567731	3.63837904620736	3.00080657171961	5.67675422239442	2.1079176658084	3.39939850439484	4.94947749343944	1.80865966924048	3.15504472345289	4.87108140301238	1.56170683123754	4.82719404134224	4.66725664675539	2.94600321781161	3.84964456169018
ABLIM2	unclassified transcription discrepancy	2.96606770513033	2.9997893460506	8.70520748367618	3.13776874212834	2.4367611720175	7.76701084894466	3.04407697326988	3.28704132662083	7.66682676230001	3.01187728564315	1.9738108355409	7.55367363152148	2.20668051841327	2.67013555222408	7.89988350733793
ABLIM3	mRNA	1.55918200977679	4.6900840765529	0	4.54165960083869	2.4367611720175	2.26923225061322	3.19443537821182	3.46109200126473	0	4.52867553072625	1.9738108355409	1.38462519734041	4.03285084451186	1.88066395264427	1.15035023822764
ABRAXAS2	mRNA	5.04977483577095	5.19497023187896	7.13248638151195	5.10582494129988	5.26757753473946	7.02178453648935	5.0316958626655	4.95596374888314	6.7287200620189	5.46858552470616	4.61024805408138	7.15756543653839	4.8135706042802	5.10980189722563	6.34870569051549
ABTB1	mRNA	0	1.18428975615324	2.29023988284354	1.08032805197453	0	1.54118404891011	0	0	1.70457468024664	0.913237314144646	0.982593486471411	0	0	1.22726202895103	2.82749157944306
ACAA2	mRNA	0.98070794986845	1.82579775822377	1.35419809571713	2.29301990674005	3.12514443547368	2.26923225061322	0.930565775384321	3.75657861460317	1.09062593676957	2.43731655805826	1.56170683123754	0	2.68351208998671	2.94600321781161	3.25364809007559
ACACB	misc_RNA	0.98070794986845	0	0	1.69110249141628	1.07283446928698	0.967291332269984	1.89455392395723	0	1.09062593676957	0	0	1.38462519734041	0.929056082632828	1.22726202895103	0
ACACB	mRNA	0.98070794986845	0	0	1.69110249141628	1.07283446928698	0.967291332269984	1.89455392395723	0	1.09062593676957	0	0	1.38462519734041	0.929056082632828	1.22726202895103	0
ACAD9	mRNA	4.21115272577126	3.9066658969688	3.13467252533342	3.04340741203548	2.70438750472194	0.967291332269984	2.68619569874886	4.11024496233887	1.70457468024664	3.29758276822993	3.13883338451356	1.38462519734041	3.19160504773049	4.3057600495367	1.15035023822764
ACADL	mRNA	5.66235111941018	3.77874991023365	4.11634581444432	4.85114541002772	5.4240944887084	4.39633026085009	4.90654173107627	6.01860641544459	4.62777883274272	4.00139997116186	4.66677708999168	3.95413770720551	5.71506145157496	5.69950870704027	4.1759627237678
ACADM	mRNA	8.01658486925023	7.82977126528698	7.57077251795574	7.88363947200386	7.95534727348508	7.59949332106167	7.72244834391646	7.60729646205751	7.43219904867059	8.04072921230275	7.30504323073749	7.41074237343507	8.31430893505787	8.22280160514476	7.72794937242863
ACADM	misc_RNA	8.01658486925023	7.82977126528698	7.57077251795574	7.88363947200386	7.95534727348508	7.59949332106167	7.72244834391646	7.60729646205751	7.43219904867059	8.04072921230275	7.30504323073749	7.41074237343507	8.31430893505787	8.22280160514476	7.72794937242863
ACADSB	mRNA	0	0.710399762624826	0	1.08032805197453	0	1.54118404891011	0.930565775384321	2.24936953381817	0	1.46807932986246	1.9738108355409	0	0.929056082632828	0	1.15035023822764
ACADVL	mRNA	5.60579786197442	4.94972635721428	4.24033890987582	5.28145985776024	6.20623499380854	4.63686574317327	5.2188173142722	4.39405682360102	4.69223811030816	4.99613264147315	4.358979124154	2.89610995928804	5.31735048234541	5.31815237094196	4.66639046717587
ACAT1	mRNA	5.13217271071188	3.30853625394016	2.50325947933402	4.05339253029178	5.4240944887084	2.53002866929382	3.95385870086607	5.63841424927501	3.62019243524881	4.73415324119687	4.2886741099974	3.17874742589272	4.44577212671493	5.41203277242393	0
ACAT2	mRNA	0	2.06394716181681	0	0	2.1079176658084	0	0	3.08907441635997	0	0	2.29397596606127	0	0	1.22726202895103	0
ACBD3	unclassified transcription discrepancy	4.76991484714583	5.31512073780383	5.04042210584519	4.27720577226722	4.38295212445666	5.14510626399027	4.38767362836641	5.17170061749085	4.69223811030816	4.52867553072625	5.0534796275715	5.36723227190209	4.8135706042802	5.26881721631463	4.79871986609447
ACBD5	mRNA	4.54775654334046	6.1623828119355	3.98068547361485	4.10101919786844	5.63100927167983	3.39939850439484	4.0358347167501	5.40266255241189	4.07170245475936	4.1523511360421	4.13686772944003	2.89610995928804	3.19160504773049	5.41203277242393	2.82749157944306
ACBD6	unclassified transcription discrepancy	1.55918200977679	0	0	1.41779866097676	1.07283446928698	1.54118404891011	1.89455392395723	3.61638715957731	3.15504472345289	2.18048740713655	0.982593486471411	2.54426861066937	0.929056082632828	0	1.15035023822764
ACCS	mRNA	0.98070794986845	2.9997893460506	0.83047834078404	2.11887482050745	1.68128030410334	0.967291332269984	1.89455392395723	2.24936953381817	0	3.16179099452131	2.55583386432756	1.38462519734041	0	3.17749286119095	3.05624821099907
ACHE	mRNA	1.55918200977679	0.710399762624826	1.35419809571713	1.08032805197453	0	2.26923225061322	0	0	1.70457468024664	1.46807932986246	0.982593486471411	1.38462519734041	0	0	3.58220668907059
ACIN1	unclassified transcription discrepancy	5.74322983522839	6.47254509426525	5.79387614363811	6.94949819651337	6.36918032249956	6.80476724374906	6.76575717787332	6.66001972758213	6.44052828937363	6.89914826933601	5.89629282873328	5.99617641773869	6.94303081924726	6.74088136220403	5.83554961579376
ACLY	mRNA	0	5.29187783549816	0	0	4.04000433279315	0	0.930565775384321	4.95596374888314	1.09062593676957	0	4.66677708999168	0	0	3.17749286119095	0
ACMSD	unclassified transcription discrepancy	0	4.07950068160295	0	0	4.13368129205897	0	0	4.70219583379614	0	0	5.0534796275715	0	0	4.79828123210287	0
ACO1	unclassified transcription discrepancy	0	4.61715303764534	1.35419809571713	0.639008374330189	4.04000433279315	0	0	3.46109200126473	0	0	3.13883338451356	0	0	2.94600321781161	1.15035023822764
ACO2	unclassified transcription discrepancy	10.740075306718	7.95712612780269	9.21442950766963	10.3034926174909	8.94922061642837	9.53196373414129	10.3120260479688	8.97767065889425	9.67551107487279	10.5188721530468	9.32258044079851	9.66990511431936	10.4329151396714	9.52091070589026	9.87862042631876
ACOT11	mRNA	1.9709643127112	0.710399762624826	0	0	0	0.967291332269984	2.46730990762739	0	0	1.86781743650306	0	2.07795470432166	0	1.22726202895103	1.15035023822764
ACOX1	mRNA	1.9709643127112	7.57924787955103	3.90775092274633	2.58864287655155	7.5507622490248	1.95065464047446	1.89455392395723	7.12851772844076	2.13388979241532	2.65526025667888	6.66575497515776	3.17874742589272	1.48957358939684	7.35127424227427	2.22003061950327
ACP1	mRNA	0.98070794986845	2.06394716181681	0.83047834078404	0	2.1079176658084	0	0	0	1.09062593676957	0	1.56170683123754	0	0	0	0
ACSL1	mRNA	4.71749945665308	5.33799510893964	4.24033890987582	4.73519110934175	6.94831352786726	4.0252645856068	3.95385870086607	6.93550204097605	5.07725412962324	3.91955623437868	6.26920385738501	3.95413770720551	5.14376619241695	6.19821936462632	5.0845447589813
ACSL3	mRNA	0.98070794986845	5.8000752156704	1.35419809571713	3.13776874212834	6.77015635035094	1.95065464047446	2.46730990762739	4.39405682360102	2.95939643842668	2.65526025667888	4.61024805408138	2.89610995928804	2.20668051841327	7.49764278636213	2.55549984869937
ACSL5	mRNA	0	1.18428975615324	0	0	1.68128030410334	0	0	1.80865966924048	0	0	1.56170683123754	0	0.929056082632828	1.88066395264427	0
ACSL6	mRNA	0.98070794986845	0	4.819648794073	1.41779866097676	0	4.84296993628107	0	0	5.41945710384169	0	0	4.90683003894678	0	0	4.79871986609447
ACSS1	mRNA	0	0	0	1.69110249141628	0	0	2.46730990762739	0	0	1.86781743650306	0	0	1.48957358939684	0	0
ACSS2	mRNA	6.19049799352676	4.2818069938555	3.83093196604054	7.01933157981581	4.04000433279315	4.63686574317327	6.83608717384648	5.22094583787482	4.07170245475936	6.8224098328194	4.49007701311251	4.22662048095717	7.00526755080821	2.67013555222408	4.66639046717587
ACSS3	unclassified transcription discrepancy	0	1.18428975615324	0	0	3.5892387824131	0	0	4.11024496233887	0	0	3.66813878429874	1.38462519734041	0	4.48925772650952	1.15035023822764
ACTA1	mRNA	16.6572257875038	4.02415820458927	20.324251328141	16.1079284749719	5.13793085160529	20.4762550299977	15.4969354736092	5.67421586990781	20.3564828674608	15.7638737393686	7.23199113578447	20.9068670858494	15.6693027440039	4.400424327902	20.9581860407123
ACTA2	mRNA	7.91550948636895	3.71027102495651	3.98068547361485	6.64662349427856	4.72147822284171	4.69121723434099	6.10751525182071	5.5253485939505	5.66406245130376	5.86820114639312	5.91974243083218	5.67079150698134	6.63719363594659	4.79828123210287	4.59537697194304
ACTB	mRNA	8.42479032949221	5.50899971103305	6.1186958683984	7.36486983405335	4.65983142694403	6.12457575521845	7.15319367100045	5.44472785336741	5.56426323358751	7.75833697398211	4.87304631107233	6.29149260071488	8.14495035926458	5.26881721631463	6.34870569051549
ACTC1	mRNA	13.8059609211393	0.710399762624826	4.7793304135511	13.1000133040113	0	6.22009398840134	13.0670892632373	0	5.66406245130376	13.7899596007364	0	6.58573515951945	13.6773223904804	0	6.21297128714789
ACTG1	mRNA	13.2398982099421	13.5270918754397	12.2763994652757	12.7446404986702	13.1349126714371	12.7937559413631	13.1169372761437	12.8693944025206	12.8296090082465	13.2100323033584	13.9351723867662	13.2268177990537	13.2047055508067	13.8219910660303	12.856312885908
ACTG2	mRNA	5.31966643046087	0	0.83047834078404	1.08032805197453	0	0.967291332269984	1.89455392395723	0	1.09062593676957	3.42168563886306	0	1.38462519734041	3.19160504773049	0	1.15035023822764
ACTL6A	mRNA	0.98070794986845	0.710399762624826	1.73761088761245	1.69110249141628	1.07283446928698	0	0	0	0	0	0	0	0.929056082632828	0	0
ACTN1	mRNA	7.31894648710347	7.02414525823398	4.93425440906554	7.42224205918986	7.33106487881468	4.79413804815929	6.92482559352655	7.78972061656177	4.69223811030816	7.14404028576095	6.7466563799308	5.42247085162055	7.50625573542572	7.14800222375933	5.56522409263922
ACTN2	mRNA	11.7392427620675	0	10.0255988485579	12.8411445246055	0	9.1188155504552	11.8143968897827	0	8.23596952253535	12.3210488714343	0	9.64399398360145	12.3965325075195	0	10.3577208660632
ACTN3	mRNA	2.55266425567731	0	10.7133526774796	2.58864287655155	0	11.5907165564694	1.89455392395723	0	10.8142259514954	2.84455976683908	0	11.2190050387956	2.68351208998671	0	11.5578579244954
ACTN4	mRNA	2.29093575844543	6.48284482835186	3.74979145493054	4.3965228009899	5.78331382372922	3.84522189689309	3.77445253362983	6.15154772862991	3.15504472345289	4.28899342010121	5.39206342759051	3.17874742589272	3.86398278867982	6.0600452415055	3.58220668907059
ACTR10	mRNA	1.9709643127112	0	2.29023988284354	0.639008374330189	0	0	0.930565775384321	1.17093990676411	0	1.46807932986246	1.9738108355409	0	0	1.22726202895103	0
ACTR1A	mRNA	1.9709643127112	1.82579775822377	3.13467252533342	2.11887482050745	1.07283446928698	1.54118404891011	2.46730990762739	0	1.70457468024664	0.913237314144646	0	2.54426861066937	2.46470725046982	0	1.15035023822764
ACTR2	mRNA	3.66461967849635	4.94972635721428	4.11634581444432	4.35783662730514	3.29697088644502	3.52441846549111	3.95385870086607	4.11024496233887	2.95939643842668	4.00139997116186	3.77485953912767	1.38462519734041	3.0412848070176	3.84922114289402	3.42726046639521
ACTR3	mRNA	8.84998073399692	9.14788955220129	7.97946968679467	8.43903081171209	9.2686301869456	6.87688880733902	8.68767168170625	9.25980039332861	7.20805229675568	8.53905025341858	9.6409747659761	7.64939345657217	8.45474980045665	9.46997846737633	7.66864750665315
ACTR3B	misc_RNA	0	0	5.10709441082178	1.69110249141628	0	4.0252645856068	1.89455392395723	0	3.62019243524881	1.86781743650306	0	3.17874742589272	1.89223149317793	0	4.07517410785652
ACTR3B	mRNA	0	0	5.10709441082178	1.69110249141628	0	4.0252645856068	1.89455392395723	0	3.62019243524881	1.86781743650306	0	3.17874742589272	1.89223149317793	0	4.07517410785652
ACTR5	mRNA	0	2.60645635079529	0	0	1.07283446928698	0	1.49162052934848	1.17093990676411	1.09062593676957	0.913237314144646	1.56170683123754	1.38462519734041	0	0	0
ACTR6	mRNA	5.89253707826766	5.09108147943267	3.00080657171961	2.4483902025648	3.93981975158364	2.53002866929382	2.68619569874886	2.24936953381817	0	2.84455976683908	4.55141339619929	2.07795470432166	2.68351208998671	3.84922114289402	3.42726046639521
ACTR8	mRNA	2.29093575844543	1.54041039378433	0	1.08032805197453	2.1079176658084	2.26923225061322	1.49162052934848	1.17093990676411	1.09062593676957	1.46807932986246	0.982593486471411	2.07795470432166	0.929056082632828	2.32874095258638	2.22003061950327
ACVR1	mRNA	2.77412316089513	3.9066658969688	0	1.92078571723747	2.1079176658084	0.967291332269984	2.20917050896532	2.24936953381817	0	1.46807932986246	2.77738533531942	0	2.87346061478939	2.67013555222408	1.78213823763465
ACVR2A	mRNA	6.50073653906868	6.8520780302528	6.24249556801516	5.6609514142024	6.7846696084735	6.34401125044868	6.55949797146721	6.81238169070719	6.17330419483644	5.9111850677438	7.34022738641501	6.58573515951945	5.78768816064309	6.50560365362305	6.58698782316953
ADAM10	mRNA	5.84446466023624	6.61981486305951	5.52794430052319	6.7622275494166	6.24872891241434	5.25744389573171	6.55949797146721	6.71261532546705	5.12473857548395	6.50927149349468	6.3404409187858	4.74290402940362	6.45593317065053	5.66178468972335	5.0845447589813
ADAM22	mRNA	0.98070794986845	0	0	1.41779866097676	0	1.54118404891011	1.49162052934848	0	0	2.43731655805826	0	1.38462519734041	1.48957358939684	0	0
ADAM22	misc_RNA	0.98070794986845	0	0	1.41779866097676	0	1.54118404891011	1.49162052934848	0	0	2.43731655805826	0	1.38462519734041	1.48957358939684	0	0
ADAM23	mRNA	0	0.710399762624826	0	0	2.70438750472194	0	0.930565775384321	3.08907441635997	0	0	3.96718858139488	1.38462519734041	0.929056082632828	2.67013555222408	0
ADAMTS1	mRNA	0.98070794986845	3.21277893860772	0	2.29301990674005	3.12514443547368	0	1.89455392395723	1.17093990676411	1.70457468024664	2.18048740713655	3.42762552787933	0	3.452111488129	3.70829785811819	2.55549984869937
ADAMTS14	mRNA	0	0	0.83047834078404	1.08032805197453	0	4.18531104919349	0	0	2.46431712040399	0	0.982593486471411	2.89610995928804	0	0	3.05624821099907
ADAMTS19	mRNA	3.13544761175277	2.06394716181681	0	3.13776874212834	0	0	2.20917050896532	0	1.09062593676957	1.86781743650306	0	0	2.46470725046982	0	1.15035023822764
ADAMTS2	mRNA	0	0	0	3.38865701644657	2.93005094851609	1.95065464047446	0.930565775384321	1.17093990676411	1.70457468024664	2.43731655805826	0.982593486471411	2.54426861066937	0.929056082632828	1.22726202895103	2.55549984869937
ADAMTS20	mRNA	0	0	0.83047834078404	0	1.07283446928698	3.11125345923535	1.49162052934848	0	2.73298999134732	1.46807932986246	0.982593486471411	3.17874742589272	2.87346061478939	0	0
ADAMTS5	mRNA	2.29093575844543	3.11021111817066	2.68883476009225	3.38865701644657	2.4367611720175	3.52441846549111	2.20917050896532	1.80865966924048	3.74699049050027	2.43731655805826	0	2.07795470432166	3.32773023040012	0	4.1759627237678
ADAMTS6	mRNA	6.66197267917695	6.513310052838	3.57238623591983	7.94691190986795	8.15287033228745	4.79413804815929	7.85820452227476	8.39949553688489	4.81311109658574	7.68592523830076	8.2915143233433	5.30979419703477	7.58987075919036	7.55020748637898	5.56522409263922
ADAMTS9	mRNA	1.55918200977679	0	0	2.11887482050745	0	1.54118404891011	1.49162052934848	1.17093990676411	0	0	0	1.38462519734041	3.19160504773049	0	0
ADAMTS9	misc_RNA	1.55918200977679	0	0	2.11887482050745	0	1.54118404891011	1.49162052934848	1.17093990676411	0	0	0	1.38462519734041	3.19160504773049	0	0
ADARB1	mRNA	2.55266425567731	6.28516455577165	0.83047834078404	3.78836662183999	5.13793085160529	3.639463223782	3.86694257622251	5.22094583787482	3.32730123813494	3.42168563886306	4.77359498083128	3.41498072748293	4.11040809502023	5.41203277242393	3.84964456169018
ADCY2	mRNA	0.98070794986845	0	6.22758923470663	1.92078571723747	0	3.74600764523976	1.89455392395723	0	4.2535829001254	0.913237314144646	0	4.65338208298804	0	0	4.44191643702146
ADCY5	mRNA	0.98070794986845	0	1.35419809571713	4.27720577226722	0	1.54118404891011	2.87620519929101	0	0	3.42168563886306	0	1.38462519734041	4.03285084451186	1.22726202895103	0
ADCY6	mRNA	0	3.9066658969688	0.83047834078404	4.19180037451559	1.68128030410334	2.26923225061322	3.33059185173247	1.80865966924048	2.46431712040399	2.84455976683908	2.96939937865858	2.54426861066937	3.0412848070176	3.17749286119095	1.15035023822764
ADCY9	mRNA	1.9709643127112	2.9997893460506	3.13467252533342	2.71646072215775	0	2.53002866929382	0	1.80865966924048	2.95939643842668	0.913237314144646	3.13883338451356	1.38462519734041	2.46470725046982	0	3.25364809007559
ADCYAP1	mRNA	0	0	2.04022596607539	0	0	2.94226379371739	0	0	0	0	0	1.38462519734041	0	0	1.15035023822764
ADD1	mRNA	4.76991484714583	6.48284482835186	6.34273805120133	6.15410035122857	4.72147822284171	5.91217826137844	5.56093469331446	5.26856544899166	5.45704388041485	5.84621919528382	4.05452127018333	5.75927191887212	6.16016038935964	5.5832418540966	5.83554961579376
ADD3	mRNA	7.6617834218274	5.50899971103305	4.40838216556997	8.19751489094476	5.94710318859291	5.29302656219684	8.4278694501755	5.35933380366319	5.30043790627709	8.26855045768384	5.66609576056916	5.67079150698134	8.264283604186	5.54230646629253	6.0892073587001
ADGRA1	mRNA	0	2.06394716181681	0	0.639008374330189	2.4367611720175	0.967291332269984	0.930565775384321	2.8595555427429	1.09062593676957	0	0	0	0	1.22726202895103	0
ADGRA3	mRNA	0	1.82579775822377	0.83047834078404	0.639008374330189	1.07283446928698	1.95065464047446	0	1.17093990676411	0	0	0	1.38462519734041	0.929056082632828	0	0
ADGRB3	mRNA	4.05093148072995	0	0	1.92078571723747	0	0	0	0	0	2.43731655805826	2.29397596606127	2.89610995928804	1.48957358939684	0	0
ADGRL1	mRNA	2.77412316089513	4.91971395189264	0.83047834078404	5.26063973367662	4.94467945956034	3.74600764523976	4.50744960980109	4.83465228786726	3.15504472345289	4.63506947681882	3.29044356114008	4.09680255552331	4.25403437907718	5.16477759781341	2.55549984869937
ADGRL2	mRNA	7.59797688414363	10.737083565237	6.76024666078736	8.09833020824851	10.2596891657299	6.82921056393257	7.80074277963959	9.30617475072843	6.42164092257296	7.96114832981993	9.92790592128311	6.89003323636254	8.31430893505787	9.95248235610989	7.5231828958955
ADGRL3	mRNA	0.98070794986845	1.82579775822377	3.00080657171961	2.4483902025648	1.68128030410334	1.95065464047446	0	1.17093990676411	2.46431712040399	3.01187728564315	2.29397596606127	3.95413770720551	1.48957358939684	1.88066395264427	3.05624821099907
ADGRL4	mRNA	5.51658075933923	2.06394716181681	1.35419809571713	3.84540997179514	4.13368129205897	3.52441846549111	4.56380385179995	2.58648459109272	3.15504472345289	4.95564141929826	3.29044356114008	1.38462519734041	4.18400782359088	2.32874095258638	2.55549984869937
ADHFE1	mRNA	0.98070794986845	0.710399762624826	2.68883476009225	0.639008374330189	2.1079176658084	2.26923225061322	0	1.80865966924048	0	2.65526025667888	0	0	1.48957358939684	1.88066395264427	1.78213823763465
ADI1	mRNA	5.38833454334262	6.1623828119355	5.07414337097102	4.76506504122379	7.75618685607951	5.68996484201484	5.83727334884559	7.73143846025902	5.56426323358751	5.75478066767575	7.9193136550566	4.82719404134224	5.4425919693693	7.4868960517507	5.48891337659909
ADIPOR2	mRNA	6.15151823953939	7.96816519627112	7.21793080975127	7.02551559723787	7.38920446089507	7.75430242502304	6.66631049762487	7.43017589250724	7.74487772373992	6.89914826933601	7.09451063041455	6.74589231618603	7.2899555244694	7.49764278636213	7.58863523318037
ADK	unclassified transcription discrepancy	4.66310770219536	9.20344134827303	4.40838216556997	3.66703225093415	8.29651091708366	3.39939850439484	3.45499923038207	8.35054887140693	3.15504472345289	4.07884893216129	7.7266889978982	3.79580114887331	3.67269550399597	8.02156820705112	3.25364809007559
ADNP	mRNA	7.58340609146642	7.28768300166186	7.12446179871379	7.31019589174449	7.59260519132887	6.71579905395864	7.44336177806306	7.14136472377916	6.94255823866821	7.33766237175675	7.70660704201823	6.85029839744828	7.30652829731873	7.12045473664349	7.39314030323674
