XR_003708791.1	LOC114606160	ncRNA
XR_003708786.1	LOC114606160	ncRNA
XM_028747942.1	SIVA1	mRNA
XM_028747722.1	AKT1	mRNA
XM_028748298.1	ZBTB42	mRNA
XM_028748210.1	ZBTB42	mRNA
XM_028748907.1	CEP170B	mRNA
XM_028748418.1	CEP170B	mRNA
XM_028748755.1	CEP170B	mRNA
XM_028748829.1	CEP170B	mRNA
XM_028748991.1	CEP170B	mRNA
XM_028748503.1	CEP170B	mRNA
XM_028748592.1	CEP170B	mRNA
XM_028748666.1	CEP170B	mRNA
XM_028749109.1	PLD4	mRNA
XM_028708279.1	LOC114585524	unclassified transcription discrepancy
XM_028708291.1	LOC114585532	unclassified transcription discrepancy
XM_028749444.1	INF2	mRNA
XM_028749528.1	INF2	mRNA
XM_028749221.1	INF2	mRNA
XM_028749295.1	INF2	mRNA
XM_028749666.1	INF2	mRNA
XM_028749608.1	INF2	mRNA
XM_028749372.1	INF2	mRNA
XM_028749749.1	INF2	mRNA
XM_028749956.1	TMEM179	mRNA
XM_028749874.1	TMEM179	mRNA
XM_028706953.1	C1H14orf180	mRNA
XR_003703711.1	LOC114584831	ncRNA
XM_028750085.1	KIF26A	mRNA
XM_028750169.1	KIF26A	mRNA
XM_028750289.1	ASPG	mRNA
XM_028750382.1	ASPG	mRNA
XM_028708312.1	TDRD9	mRNA
XM_028750496.1	RD3L	mRNA
XM_028750612.1	PPP1R13B	unclassified transcription discrepancy
XM_028751179.1	ZFYVE21	mRNA
XM_028751263.1	ZFYVE21	mRNA
XM_028750988.1	XRCC3	mRNA
XM_028750826.1	XRCC3	mRNA
XM_028750903.1	XRCC3	mRNA
XM_028751075.1	XRCC3	mRNA
XM_028750744.1	XRCC3	mRNA
XM_028701548.1	KLC1	mRNA
XM_028752000.1	KLC1	mRNA
XM_028701712.1	KLC1	mRNA
XM_028751909.1	KLC1	mRNA
XM_028751724.1	KLC1	mRNA
XM_028751809.1	KLC1	mRNA
XM_028751578.1	KLC1	mRNA
XM_028751399.1	KLC1	mRNA
XM_028751482.1	KLC1	mRNA
XM_028751662.1	KLC1	mRNA
XM_028701632.1	KLC1	mRNA
XM_028701794.1	KLC1	mRNA
XM_028702487.1	LOC114581815	mRNA
XM_028702089.1	BAG5	mRNA
XM_028701931.1	BAG5	mRNA
XM_028702172.1	BAG5	mRNA
XM_028702358.1	BAG5	mRNA
XM_028702268.1	BAG5	mRNA
XM_028702016.1	BAG5	mRNA
XR_003703410.1	LOC114581876	ncRNA
XM_028702788.1	TRMT61A	mRNA
XM_028702900.1	CKB	mRNA
XM_028703053.1	CKB	mRNA
XM_028702973.1	CKB	mRNA
XM_028703512.1	MARK3	mRNA
XM_028703431.1	MARK3	mRNA
XM_028703184.1	MARK3	mRNA
XM_028703346.1	MARK3	mRNA
XM_028703266.1	MARK3	mRNA
XM_028703792.1	EIF5	mRNA
XM_028703628.1	EIF5	mRNA
XM_028703712.1	EIF5	mRNA
XM_028703867.1	EIF5	mRNA
XR_003704005.1	LOC114585863	RFAM:RF00400
XR_003703964.1	LOC114585721	RFAM:RF00004
XM_028703983.1	TNFAIP2	mRNA
XM_028704097.1	EXOC3L4	unclassified transcription discrepancy
XM_028704222.1	LBHD2	mRNA
XM_028704681.1	CDC42BPB	mRNA
XM_028704427.1	CDC42BPB	mRNA
XM_028704491.1	CDC42BPB	mRNA
XM_028704746.1	CDC42BPB	mRNA
XM_028704554.1	CDC42BPB	mRNA
XM_028704618.1	CDC42BPB	mRNA
XR_003703576.1	LOC114583696	ncRNA
XM_028704891.1	AMN	mRNA
XM_028704964.1	AMN	mRNA
XM_028704837.1	AMN	mRNA
XM_028705178.1	TRAF3	mRNA
XR_003703607.1	LOC114583844	ncRNA
XR_003703605.1	LOC114583844	ncRNA
XM_028705407.1	RCOR1	mRNA
XM_028705326.1	RCOR1	mRNA
XM_028708325.1	LOC114585553	unclassified transcription discrepancy
XM_028708338.1	LOC114585559	mRNA
XM_028705662.1	ANKRD9	mRNA
XM_028705876.1	TECPR2	mRNA
XM_028705787.1	TECPR2	mRNA
XM_028705965.1	TECPR2	mRNA
XM_028706054.1	TECPR2	mRNA
XM_028706558.1	CINP	unclassified transcription discrepancy
XM_028706435.1	ZNF839	mRNA
XM_028706354.1	ZNF839	mRNA
XM_028706183.1	ZNF839	mRNA
XM_028706268.1	ZNF839	mRNA
unassigned_transcript_4	TRNAI-AAU	GeneID:114585961
XM_028706678.1	MOK	mRNA
XM_028706821.1	MOK	mRNA
XM_028707056.1	MOK	mRNA
XM_028707350.1	MOK	mRNA
XM_028707284.1	MOK	mRNA
XM_028706910.1	MOK	mRNA
XM_028707214.1	MOK	mRNA
XM_028707428.1	MOK	mRNA
XM_028707133.1	MOK	mRNA
XM_028706745.1	MOK	mRNA
XM_028706985.1	MOK	mRNA
XM_028707549.1	WDR20	mRNA
XM_028707637.1	WDR20	mRNA
XR_003703849.1	LOC114585252	ncRNA
XM_028707844.1	HSP90AA1	mRNA
XM_028708354.1	LOC114585565	mRNA
XM_028707970.1	DYNC1H1	unclassified transcription discrepancy
XM_028708261.1	PPP2R5C	mRNA
XM_028708181.1	PPP2R5C	mRNA
XM_028708501.1	PPP2R5C	mRNA
XM_028708094.1	PPP2R5C	mRNA
XM_028708643.1	PPP2R5C	mRNA
XM_028708344.1	PPP2R5C	mRNA
XM_028708576.1	PPP2R5C	mRNA
XM_028708427.1	PPP2R5C	mRNA
XM_028708744.1	DIO3	mRNA
unassigned_transcript_5	TRNAA-UGC	GeneID:114585942
XM_028708951.1	DLK1	mRNA
XM_028709145.1	BEGAIN	mRNA
XM_028709054.1	BEGAIN	mRNA
XM_028709223.1	BEGAIN	mRNA
XM_028709360.1	WDR25	mRNA
XM_028709450.1	WDR25	mRNA
XM_028709628.1	WDR25	mRNA
XM_028709715.1	WDR25	mRNA
XM_028709541.1	WDR25	mRNA
XM_028709844.1	WARS	mRNA
XM_028709930.1	WARS	mRNA
XM_028710152.1	SLC25A47	mRNA
XM_028710397.1	SLC25A47	mRNA
XM_028710063.1	SLC25A47	mRNA
XM_028710230.1	SLC25A47	mRNA
XM_028710482.1	SLC25A47	mRNA
XM_028710313.1	SLC25A47	mRNA
XM_028710874.1	SLC25A47	mRNA
XM_028710725.1	SLC25A47	mRNA
XM_028710570.1	SLC25A47	mRNA
XM_028710797.1	SLC25A47	mRNA
XM_028710649.1	SLC25A47	mRNA
XM_028710985.1	SLC25A29	mRNA
XM_028711064.1	SLC25A29	mRNA
XM_028711141.1	SLC25A29	mRNA
XM_028711301.1	YY1	mRNA
XM_028711269.1	YY1	mRNA
XM_028711534.1	DEGS2	mRNA
XM_028711439.1	DEGS2	mRNA
XM_028711623.1	DEGS2	mRNA
XM_028712469.1	EVL	mRNA
XM_028711930.1	EVL	mRNA
XM_028711746.1	EVL	mRNA
XM_028711846.1	EVL	mRNA
XM_028712020.1	EVL	mRNA
XM_028712111.1	EVL	mRNA
XM_028712734.1	EVL	mRNA
XM_028712650.1	EVL	mRNA
XM_028712813.1	EVL	mRNA
XM_028712208.1	EVL	mRNA
XM_028712302.1	EVL	mRNA
XM_028712561.1	EVL	mRNA
XM_028712385.1	EVL	mRNA
XR_003704370.1	LOC114587979	ncRNA
XM_028713062.1	EML1	mRNA
XM_028713232.1	EML1	mRNA
XM_028713302.1	EML1	mRNA
XM_028712992.1	EML1	mRNA
XM_028713146.1	EML1	mRNA
XM_028713425.1	LOC114588283	mRNA
XM_028708368.1	LOC114585569	mRNA
XM_028713774.1	LOC114588390	mRNA
XM_028713857.1	LOC114588390	mRNA
XM_028713692.1	LOC114588390	mRNA
XM_028708379.1	LOC114585577	mRNA
XM_028713979.1	HHIPL1	mRNA
XM_028714414.1	CCDC85C	mRNA
XM_028714227.1	CCDC85C	mRNA
XM_028714316.1	CCDC85C	mRNA
XM_028714087.1	CCDC85C	mRNA
XM_028714158.1	CCDC85C	mRNA
XM_028714726.1	CCNK	mRNA
XM_028714557.1	CCNK	mRNA
XM_028714650.1	CCNK	mRNA
XM_028715116.1	SETD3	mRNA
XM_028715027.1	SETD3	mRNA
XM_028714847.1	SETD3	mRNA
XM_028714938.1	SETD3	mRNA
XM_028715336.1	BCL11B	mRNA
XM_028715414.1	BCL11B	mRNA
XM_028715742.1	BCL11B	mRNA
XM_028715669.1	BCL11B	mRNA
XM_028715249.1	BCL11B	mRNA
XM_028715583.1	BCL11B	mRNA
XM_028715496.1	BCL11B	mRNA
unassigned_transcript_6	TRNAT-UGU	GeneID:114585987
XM_028715939.1	VRK1	unclassified transcription discrepancy
XR_003703722.1	LOC114584852	ncRNA
XM_028716117.1	PAPOLA	mRNA
XM_028716070.1	PAPOLA	mRNA
XM_028716292.1	AK7	mRNA
XM_028716337.1	AK7	mRNA
XM_028716182.1	AK7	mRNA
XM_028716237.1	AK7	mRNA
XM_028716523.1	LOC114590152	mRNA
XM_028716452.1	GSKIP	mRNA
XM_028716406.1	GSKIP	mRNA
XM_028716696.1	ATG2B	mRNA
XM_028716603.1	ATG2B	mRNA
XM_028716647.1	ATG2B	mRNA
XM_028716756.1	BDKRB2	mRNA
XM_028716786.1	C1H14orf132	mRNA
XR_003703723.1	LOC114584856	ncRNA
XM_028716797.1	SYNE3	mRNA
XR_003703725.1	LOC114584862	ncRNA
XR_003703726.1	LOC114584862	ncRNA
XM_028716811.1	CLMN	mRNA
XM_028716830.1	CLMN	mRNA
XM_028716821.1	CLMN	mRNA
XR_003705132.1	LOC114590599	ncRNA
XM_028716841.1	DICER1	mRNA
XM_028707028.1	GSC	mRNA
XM_028707040.1	LOC114584879	unclassified transcription discrepancy
XM_028708392.1	LOC114585583	mRNA
XM_028708403.1	LOC114585593	mRNA
XM_028707057.1	LOC114584892	mRNA
XM_028708428.1	LOC114585608	mRNA
XM_028719324.1	LOC114581407	mRNA
XM_028716862.1	LOC114590603	mRNA
XM_028707067.1	SERPINA10	mRNA
XM_028716894.1	PPP4R4	mRNA
XM_028716873.1	PPP4R4	mRNA
XM_028716883.1	PPP4R4	mRNA
XM_028716907.1	DDX24	mRNA
XM_028716926.1	DDX24	mRNA
XM_028716916.1	DDX24	mRNA
XM_028716935.1	DDX24	mRNA
XM_028716985.1	LOC114590640	mRNA
XM_028716974.1	LOC114590640	mRNA
XM_028716960.1	LOC114590635	mRNA
XM_028716949.1	LOC114590635	mRNA
XM_028716998.1	LOC114590645	mRNA
XM_028731480.1	LOC114596116	mRNA
XM_028717021.1	ASB2	mRNA
XM_028717011.1	ASB2	mRNA
XM_028717033.1	FAM181A	mRNA
XM_028717040.1	FAM181A	mRNA
XM_028717047.1	FAM181A	mRNA
XM_028717053.1	FAM181A	mRNA
XM_028717066.1	PRIMA1	mRNA
XM_028717075.1	PRIMA1	mRNA
XM_028717104.1	UNC79	mRNA
XM_028717122.1	UNC79	mRNA
XM_028717112.1	UNC79	mRNA
XM_028717094.1	UNC79	mRNA
XM_028717085.1	UNC79	mRNA
XM_028717129.1	UNC79	mRNA
XM_028717135.1	UNC79	mRNA
XR_003703754.1	LOC114584905	ncRNA
XM_028717148.1	BTBD7	mRNA
XM_028717156.1	BTBD7	mRNA
XM_028717208.1	UBR7	mRNA
XM_028717182.1	GON7	mRNA
XM_028717197.1	GON7	mRNA
XM_028717190.1	GON7	mRNA
XM_028717170.1	TMEM251	mRNA
XM_028717223.1	ITPK1	mRNA
XM_028717237.1	CHGA	mRNA
XM_028717244.1	CHGA	mRNA
XR_003705174.1	LOC114590792	ncRNA
XM_028717267.1	GOLGA5	mRNA
XM_028717258.1	GOLGA5	mRNA
XM_028717284.1	LGMN	mRNA
XM_028717298.1	RIN3	mRNA
XM_028717307.1	RIN3	mRNA
XR_003705176.1	LOC114590807	ncRNA
XM_028717330.1	SLC24A4	mRNA
XM_028717339.1	SLC24A4	mRNA
XR_003703756.1	LOC114584908	ncRNA
XR_003703757.1	LOC114584908	ncRNA
XM_028717353.1	CPSF2	mRNA
XM_028717370.1	CPSF2	mRNA
