V2	V3	baseMean	log2FoldChange	lfcSE	pvalue	padj
ABL2	mRNA	5.02344171048114	1.79717542050682e-06	0.00144269199371727	0.266119071849229	0.999975591221172
ABLIM1	mRNA	15.2523403013996	2.69379648189645e-08	0.00144269301513905	0.985216520422095	0.999975591221172
ABLIM2	unclassified transcription discrepancy	88.0760543735773	5.8983883238019e-09	0.00144269429623423	0.999291199282512	0.999975591221172
ABLIM3	mRNA	8.08962780817618	-2.5595939671076e-07	0.00144269385581836	0.797430410360429	0.999975591221172
ABRAXAS2	mRNA	61.5601870576903	6.91845055224685e-07	0.00144269168506841	0.664079284214171	0.999975591221172
ABTB1	mRNA	1.31646395567701	-1.86224438979417e-07	0.00144269429549197	0.801551178668861	0.999975591221172
ACAA2	mRNA	4.14062278587224	6.070727682654e-07	0.00144269314497646	0.608829672386961	0.999975591221172
ACACB	misc_RNA	0.864348222319572	8.98828387545429e-08	0.00144269427708296	0.904435703783639	0.999975591221172
ACACB	mRNA	0.864348222319572	8.98828387545429e-08	0.00144269427708296	0.904435703783639	0.999975591221172
ACAD9	mRNA	8.22469933736082	-1.12664546820016e-06	0.00144269276136248	0.401233287973308	0.999975591221172
ACADL	mRNA	30.5736109056662	1.01663362709617e-07	0.00144269014052874	0.955061583105939	0.999975591221172
ACADM	mRNA	222.632844479115	-1.70491266510959e-06	0.0014426709524677	0.509791855929853	0.999975591221172
ACADM	misc_RNA	222.632844479115	-1.70491266510959e-06	0.0014426709524677	0.509791855929853	0.999975591221172
ACADSB	mRNA	1.00934431040361	1.02351082145083e-06	0.00144269440382947	0.155124586253225	0.999975591221172
ACADVL	mRNA	31.3513637909873	-2.64236059705902e-06	0.00144268964363252	0.21081947143199	0.999975591221172
ACAT1	mRNA	19.9434281416305	7.66931397608057e-09	0.00144269298829009	0.998352357733465	0.999975591221172
ACAT2	mRNA	1.28311695589863	3.42361504698e-08	0.00144269478514871	0.937660026930255	0.999975591221172
ACBD3	unclassified transcription discrepancy	29.036465408232	-2.83237205253524e-08	0.00144268047315675	0.991841195510943	0.999975591221172
ACBD5	mRNA	23.3480428289609	-1.90721968218647e-06	0.00144269236400671	0.213998719671199	0.999975591221172
ACBD6	unclassified transcription discrepancy	2.66589459622207	2.82876362626927e-06	0.00144269502323528	0.0106866373239706	0.999975591221172
ACCS	mRNA	3.43567443650934	9.04225219687281e-08	0.0014426935123902	0.932720311903374	0.999975591221172
ACHE	mRNA	1.77765822429934	3.23620250557091e-07	0.00144269425955829	0.670391209560907	0.999975591221172
ACIN1	unclassified transcription discrepancy	88.5040557738142	1.11066852927845e-05	0.00144270246906751	0.237797463928233	0.999975591221172
ACLY	mRNA	7.87644680971843	-1.45466208171553e-07	0.00144269476845857	0.740868571332655	0.999975591221172
ACMSD	unclassified transcription discrepancy	7.76829750231842	-1.43013572168735e-08	0.00144269491415423	0.915224855738894	0.999975591221172
ACO1	unclassified transcription discrepancy	4.45678514369207	-5.66164787155074e-07	0.00144269479053982	0.255499811845044	0.999975591221172
ACO2	unclassified transcription discrepancy	907.322113525106	6.59710357700291e-07	0.00144268911377506	0.755396128310808	0.999975591221172
ACOT11	mRNA	1.16497491118782	5.25957580601791e-07	0.00144269452616169	0.412356224857517	0.999975591221172
ACOX1	mRNA	55.215012222589	-7.15732951530885e-07	0.00144269447808942	0.310909136859688	0.999975591221172
ACP1	mRNA	0.755025018728974	-7.06051960718264e-07	0.0014426948075908	0.166756446101183	0.999975591221172
ACSL1	mRNA	43.9467292762184	-5.00760089668514e-08	0.0014426923000047	0.762903461779939	0.999975591221172
ACSL3	mRNA	28.7189682222878	-1.33784422168258e-06	0.00144269468372458	0.0740312370862282	0.999975591221172
ACSL5	mRNA	0.768087312464869	-1.43104002268675e-07	0.00144269467679614	0.72777930374222	0.999975591221172
ACSL6	mRNA	10.347591809893	2.37038968327702e-07	0.00144269479932205	0.592620271578439	0.999975591221172
ACSS1	mRNA	0.747800669877444	2.29344704533755e-07	0.00144269487094317	0.550436030909405	0.999975591221172
ACSS2	mRNA	49.7154246096322	3.97118381217008e-07	0.00144269307942112	0.745489430484243	0.999975591221172
ACSS3	unclassified transcription discrepancy	4.30541149255436	9.22713864849153e-08	0.00144269472019819	0.847262369095637	0.999975591221172
ACTA1	mRNA	563036.862798524	1.88843195222956e-07	0.00144269469823983	0.628854150578698	0.999975591221172
ACTA2	mRNA	59.6577000475707	-1.2951592717997e-06	0.00144269273697907	0.362341735741106	0.999975591221172
ACTB	mRNA	110.935372039101	-5.41803240596305e-07	0.00144269264554115	0.679877334971391	0.999975591221172
ACTC1	mRNA	3950.82046686797	1.34465936044062e-08	0.00144269483159917	0.995260573678712	0.999975591221172
ACTG1	mRNA	9272.98444199214	-8.74639646022995e-07	0.00144267756876982	0.803764831697375	0.999975591221172
ACTG2	mRNA	4.42106370627576	-5.28545432457326e-07	0.00144269463240657	NA	NA
ACTL6A	mRNA	0.545409422033802	-1.0240224266036e-06	0.00144269490519748	0.0801376027738227	0.999975591221172
ACTN1	mRNA	113.134209700375	-3.52649494335415e-07	0.00144269166793274	0.669456922664715	0.999975591221172
ACTN2	mRNA	1924.58272771465	-5.2520139570161e-08	0.00144269473736864	0.892899343924718	0.999975591221172
ACTN3	mRNA	798.770243401748	1.95842914388559e-07	0.00144269489796387	0.588274536455411	0.999975591221172
ACTN4	mRNA	29.3885735016989	-8.13639383439979e-07	0.00144269309615486	0.510402486457351	0.999975591221172
ACTR10	mRNA	1.0374892881545	-3.7905044747115e-07	0.00144269445197342	0.57029417509864	0.999975591221172
ACTR1A	mRNA	2.52341243549267	-9.91335757012809e-07	0.00144269357427002	0.365679554109777	0.999975591221172
ACTR2	mRNA	12.9353357926113	-2.838230494207e-06	0.00144268980275013	0.32011639863229	0.999975591221172
ACTR3	mRNA	410.354205697996	-1.51342379825115e-06	0.00144269045266021	0.423803315253119	0.999975591221172
ACTR3B	misc_RNA	6.28434210722965	-5.53139055092382e-08	0.00144269451606474	0.924080122444848	0.999975591221172
ACTR3B	mRNA	6.28434210722965	-5.53139055092382e-08	0.00144269451606474	0.924080122444848	0.999975591221172
ACTR5	mRNA	0.988883513965497	-1.34621268287348e-07	0.00144269444553076	0.837175832450811	0.999975591221172
ACTR6	mRNA	12.7809386194193	-3.4748667569955e-06	0.00144269565615357	0.00206046460308488	0.999975591221172
ACTR8	mRNA	2.18620200223748	5.35698409792151e-08	0.00144269310382003	0.964048007780325	0.999975591221172
ACVR1	mRNA	3.73495519509172	-1.41572084800479e-06	0.00144269397403388	0.168511169515224	0.999975591221172
ACVR2A	mRNA	89.8847097162821	-4.11284620890164e-08	0.00144268250804906	0.829187968735793	0.999975591221172
ADAM10	mRNA	67.6752837532863	-4.51601709482199e-07	0.0014426879678633	0.839663878935379	0.999975591221172
ADAM22	mRNA	0.946868157711226	6.38886020967918e-07	0.00144269456255135	0.325984429229235	0.999975591221172
ADAM22	misc_RNA	0.946868157711226	6.38886020967918e-07	0.00144269456255135	0.325984429229235	0.999975591221172
ADAM23	mRNA	2.47265129435234	1.46013434486614e-07	0.00144269460795208	0.789192383074431	0.999975591221172
ADAMTS1	mRNA	4.48578392122789	-1.10499726890962e-06	0.00144269381310367	0.283814479527337	0.999975591221172
ADAMTS14	mRNA	2.55617916328988	6.40409455368178e-07	0.00144269490249518	0.0843201816493917	0.999975591221172
ADAMTS19	mRNA	2.12758387218149	-5.89216930723449e-07	0.00144269450774214	0.380366490206073	0.999975591221172
ADAMTS2	mRNA	2.71510899062463	-3.39382694208044e-07	0.00144269398804828	0.698562264279192	0.999975591221172
ADAMTS20	mRNA	2.27396649235977	1.45852605837002e-06	0.00144269487062044	0.0234406762588865	0.999975591221172
ADAMTS5	mRNA	6.2452658229046	1.4581372031058e-07	0.00144269297537902	0.907198579088706	0.999975591221172
ADAMTS6	mRNA	155.518830993894	2.63581837381252e-07	0.00144269297684535	0.834612780647892	0.999975591221172
ADAMTS9	mRNA	1.33411266361591	-3.75397653179812e-08	0.00144269459348169	0.948780589702406	0.999975591221172
ADAMTS9	misc_RNA	1.33411266361591	-3.75397653179812e-08	0.00144269459348169	0.948780589702406	0.999975591221172
ADARB1	mRNA	21.136466787292	-1.01465926031444e-06	0.00144269319874612	0.402123007842811	0.999975591221172
ADCY2	mRNA	10.4459401657659	-3.19906323435926e-07	0.00144269470389541	0.533324540556976	0.999975591221172
ADCY5	mRNA	3.81391409742354	-7.94607662579622e-08	0.00144269452233764	0.894520268587961	0.999975591221172
ADCY6	mRNA	5.90054257937107	-5.49265282611387e-07	0.00144269321251078	0.638600025011212	0.999975591221172
ADCY9	mRNA	4.04611770079309	-7.43445515519311e-07	0.00144269359921315	0.481456917026667	0.999975591221172
ADCYAP1	mRNA	0.841998837387542	1.43794843132756e-07	0.00144269486774413	0.692954942198262	0.999975591221172
ADD1	mRNA	51.6836988002945	-1.31350846487467e-06	0.00144268823044893	0.561087787759156	0.999975591221172
ADD3	mRNA	127.055001491131	4.34322236986423e-07	0.00144269310723944	0.7224415804581	0.999975591221172
ADGRA1	mRNA	1.2495191742106	-7.75732819553795e-08	0.00144269436896265	0.91277300987048	0.999975591221172
ADGRA3	mRNA	0.774418572897451	-1.4770639496148e-07	0.00144269437278606	0.831339414522341	0.999975591221172
ADGRB3	mRNA	2.32892297111482	-4.1969142361965e-07	0.00144269482966831	0.345151160239078	0.999975591221172
ADGRL1	mRNA	18.6131501065704	-2.6123545247092e-07	0.00144269240435171	0.846542215207887	0.999975591221172
ADGRL2	mRNA	492.293138089115	-2.03995918183708e-06	0.00144269400401306	0.0819423641735393	0.999975591221172
ADGRL3	mRNA	4.20680003917974	-2.06113657480978e-07	0.00144269296660022	0.866345553693668	0.999975591221172
ADGRL4	mRNA	12.8013329772616	-5.79919371207945e-08	0.00144269285301119	0.959660836973258	0.999975591221172
ADHFE1	mRNA	1.96525682168082	1.1223606726114e-07	0.00144269386763537	0.904519380504502	0.999975591221172
ADI1	mRNA	89.0968561587696	2.20258822023505e-07	0.00144269240677994	0.876936657793488	0.999975591221172
ADIPOR2	mRNA	156.720498111994	7.96680333882388e-07	0.00144268362102858	0.784828952182273	0.999975591221172
ADK	unclassified transcription discrepancy	121.987518778133	-8.19041353199462e-07	0.00144269440810473	0.278375948320172	0.999975591221172
ADNP	mRNA	154.61425453893	-5.01735643374929e-06	0.00144267035711482	0.272647145858781	0.999975591221172
ADO	mRNA	22.5680735976285	-4.43272936829869e-06	0.00144269038907707	0.0673194436111953	0.999975591221172
ADPRHL1	mRNA	26.4967545251145	1.20235452788012e-07	0.00144269455578552	0.849110871704801	0.999975591221172
ADRA1D	mRNA	1.1489858053613	-2.53610636687068e-07	0.00144269458775885	0.659095232501768	0.999975591221172
ADRB2	mRNA	0.906392785790528	-1.37970972628818e-07	0.0014426943542706	0.84714713325089	0.999975591221172
ADRM1	mRNA	23.5929155379029	9.07116517158675e-08	0.00144269225831316	0.952313552037571	0.999975591221172
ADSL	mRNA	82.8713334678534	-9.47959103210851e-08	0.00144269409130726	0.902186105807758	0.999975591221172
ADSS	mRNA	60.3337398034253	-2.16523514118071e-07	0.00144269378548566	0.815307573150285	0.999975591221172
ADSSL1	mRNA	13.8311794300221	5.66501778450774e-07	0.00144269471351675	0.309686309156191	0.999975591221172
AEBP1	mRNA	1.2929652021986	8.1703943773568e-07	0.00144269370668445	0.430003105142683	0.999975591221172
AEBP2	mRNA	17.7865811725759	-1.87608303876683e-06	0.00144268341942528	0.526687815886482	0.999975591221172
AFDN	mRNA	92.2899200455646	-1.22639281430834e-06	0.00144269281333043	0.361568794349395	0.999975591221172
AFF1	unclassified transcription discrepancy	2.48065777602178	-4.18103746096318e-07	0.00144269356059164	0.687829231348513	0.999975591221172
AFF4	mRNA	39.5551748552567	-7.19886032743993e-06	0.00144269302902079	0.0297451832690957	0.999975591221172
AFG1L	mRNA	5.71555344132521	-1.12984376973689e-08	0.0014426927449448	0.988664364282516	0.999975591221172
AFG3L2	mRNA	83.5216094396742	-6.24424339271769e-07	0.00144265996607552	0.901420826803752	0.999975591221172
AFTPH	mRNA	56.8444908378197	-1.96735736769427e-07	0.00144269160336288	0.896589805567725	0.999975591221172
AGAP1	mRNA	2.15614745820176	-1.6823884764105e-07	0.00144269442569769	0.782843061523005	0.999975591221172
AGAP1	misc_RNA	2.15614745820176	-1.6823884764105e-07	0.00144269442569769	0.782843061523005	0.999975591221172
AGAP3	mRNA	64.2451044120525	7.00005114702523e-06	0.00144269643311621	0.616316949758748	0.999975591221172
AGFG1	mRNA	153.250318201253	-8.61552531406695e-07	0.00144267590120261	0.815660742234457	0.999975591221172
AGFG2	mRNA	17.5001893345085	-1.81710704916927e-06	0.00144269362155647	0.1370406606383	0.999975591221172
AGGF1	mRNA	3.7201313678848	1.40086593258112e-06	0.00144269238811457	0.336718437815545	0.999975591221172
AGK	mRNA	0.763529165021686	-2.89178508850241e-07	0.00144269404243312	0.734443231630772	0.999975591221172
AGL	mRNA	22.3771789008513	5.1968175493195e-07	0.0014426937811041	0.772326356935594	0.999975591221172
AGO2	mRNA	11.5992870509552	1.01605038161026e-06	0.00144269316754571	0.565167054979703	0.999975591221172
AGO4	mRNA	28.30390046408	2.80689635710063e-07	0.00144269064368165	0.877966449560005	0.999975591221172
AGPAT3	mRNA	5.07476276194102	-1.04616990859963e-06	0.00144269432572097	0.20411569049276	0.999975591221172
AGPAT5	mRNA	1.08396684664162	-3.83721250601231e-07	0.00144269430426187	0.615292348893492	0.999975591221172
AGPS	mRNA	26.4884926730083	9.1937238433994e-07	0.00144268935861156	0.654737737036019	0.999975591221172
AGRN	mRNA	0.634864698770403	-6.56476686152641e-07	0.00144269449165676	0.345341103189753	0.999975591221172
AGTPBP1	mRNA	7.9421516850645	4.92869139866193e-07	0.00144269161469251	0.757566224965873	0.999975591221172
AHCTF1	mRNA	1.38806476376062	-2.00345685831844e-07	0.00144269369018682	0.839987301278542	0.999975591221172
AHCY	mRNA	10.1928364759908	-2.7035434510693e-07	0.00144269459836787	0.636479026038398	0.999975591221172
AHCYL1	mRNA	79.5452117072236	-1.6438197822714e-06	0.00144269242992595	0.273031011246471	0.999975591221172
AHCYL2	mRNA	29.1282650279716	1.17781888081769e-06	0.00144269375757162	0.272881266377746	0.999975591221172
AHDC1	mRNA	18.73011492278	2.98813724164715e-07	0.00144269164288801	0.851313296126461	0.999975591221172
AHR	mRNA	12.2296175738332	-1.36407770931032e-08	0.00144269293305809	0.452026484546642	0.999975591221172
AHSA1	mRNA	0.973007826577841	2.20349660314957e-08	0.00144269412342153	0.978325748026755	0.999975591221172
AIDA	mRNA	90.7965631749904	1.16071279544165e-06	0.0014426870050892	0.637348703450432	0.999975591221172
AIFM1	mRNA	6.03215501678321	2.65391360244134e-07	0.00144269111668871	0.87958261655434	0.999975591221172
AIG1	mRNA	1.8644324983636	-1.27323913591183e-06	0.0014426937729381	0.230809987544254	0.999975591221172
AIMP1	mRNA	6.65757218822227	1.70108397293488e-07	0.00144269133102994	0.816337231105739	0.999975591221172
AK1	mRNA	1.05770299483754	-1.0396697536614e-07	0.00144269470628629	0.83305404981293	0.999975591221172
AK4	mRNA	2.04111121824968	5.62455968489322e-07	0.00144269439473709	0.514336400686581	0.999975591221172
AKAP1	unclassified transcription discrepancy	1.01042286442854	-4.46169235251023e-07	0.00144269435087326	0.388861829593602	0.999975591221172
AKAP17A	mRNA	5.24274613467748	-3.550913136528e-07	0.00144269118727927	0.831314509345907	0.999975591221172
AKAP6	mRNA	23.7907036194449	2.96864217974255e-07	0.00144269360201541	0.776250458365814	0.999975591221172
AKAP7	mRNA	0.651027879236839	3.27732462274376e-08	0.00144269460210127	0.927903587274904	0.999975591221172
AKAP8	misc_RNA	11.3041695923807	9.49975225454093e-07	0.00144269207695824	0.527546277544377	0.999975591221172
AKAP8	mRNA	11.3041695923807	9.49975225454093e-07	0.00144269207695824	0.527546277544377	0.999975591221172
AKAP8L	unclassified transcription discrepancy	537.438210535492	-4.99143515822299e-06	0.00144267433005208	0.240159698977215	0.999975591221172
AKAP9	mRNA	13.3479540418234	1.93409769917849e-06	0.0014426924635347	0.209438019763019	0.999975591221172
AKIRIN2	mRNA	565.034566050559	1.36904168404614e-06	0.00144268781853901	0.560587134938928	0.999975591221172
AKT1	mRNA	0.79016105105195	-1.5211340295659e-07	0.00144269402032488	0.859509201994257	0.999975591221172
AKT1S1	mRNA	10.4155367741623	1.6174834327664e-06	0.00144269292073458	0.237865181030617	0.999975591221172
AKT2	mRNA	13.8353430254244	-4.25329142837818e-07	0.0014426934224733	0.693347009889232	0.999975591221172
AKT3	misc_RNA	15.7272181017834	-1.34168673590742e-07	0.00144269287477186	0.910973570658582	0.999975591221172
AKT3	mRNA	15.7272181017834	-1.34168673590742e-07	0.00144269287477186	0.910973570658582	0.999975591221172
AKTIP	mRNA	7.33310830386931	7.00551816711132e-07	0.00144269106833781	0.685700892093701	0.999975591221172
ALAS1	mRNA	11.8122214044734	-8.24921025552783e-07	0.00144269347896085	0.455709666056193	0.999975591221172
ALAS2	mRNA	1.24697605467637	-5.91524911532183e-07	0.00144269448495617	0.43824624036926	0.999975591221172
ALCAM	mRNA	37.250714170878	-2.88072771928958e-07	0.0014426943993699	0.671568565157315	0.999975591221172
ALDH18A1	unclassified transcription discrepancy	3.73346078681717	-1.01617599483119e-06	0.00144269362345834	0.324038150164574	0.999975591221172
ALDH1A1	mRNA	9.50543585071901	-1.99712079267808e-07	0.00144269484708968	0.605966392917614	0.999975591221172
ALDH2	mRNA	1.39756206658771	-1.39258767792629e-07	0.0014426936360302	0.888806008544677	0.999975591221172
ALDH4A1	mRNA	1.14617525091337	5.29361578058836e-08	0.00144269477982882	0.904968902978905	0.999975591221172
ALDH6A1	mRNA	8.40587418686372	1.39822333681803e-06	0.00144268971493179	0.489805551295214	0.999975591221172
ALDH8A1	unclassified transcription discrepancy	1.29805135537712	-1.49537043767433e-07	0.00144269482155966	0.707157868759617	0.999975591221172
ALDH9A1	mRNA	1.40204291378181	-4.28240825126932e-07	0.00144269392626624	0.635098150383787	0.999975591221172
ALDOA	mRNA	13936.8139277632	4.34298557160291e-07	0.00144269468790016	0.442053331929781	0.999975591221172
ALDOB	mRNA	2.93318925088998	-9.04058005629693e-08	0.00144269481757346	0.819974243837601	0.999975591221172
ALG11	mRNA	0.79432944361118	-2.44861114022788e-08	0.00144269459756147	0.96653112046175	0.999975591221172
ALG5	mRNA	0.821208673979298	3.51662360352854e-07	0.00144269453032926	0.559410679527425	0.999975591221172
ALG9	mRNA	1.68988819260376	-6.49068533164286e-07	0.00144269380311655	0.507322643749668	0.999975591221172
ALKBH5	mRNA	3.15701436697718	5.79732532183286e-08	0.00144269346906055	0.9581329292738	0.999975591221172
ALOX5	mRNA	5.33387294008319	7.29363983776525e-07	0.00144269415091605	0.397743002866097	0.999975591221172
ALPK2	mRNA	1.36557774857383	6.12655615200373e-07	0.00144269491684318	0.366067355848836	0.999975591221172
ALS2	mRNA	1.32669770880299	-1.27704485633502e-07	0.00144269388871916	0.886692993942269	0.999975591221172
ALYREF	mRNA	52.0541274500045	-2.10523652846084e-06	0.00144269009596556	0.300520475205796	0.999975591221172
AMACR	mRNA	5.64830092426427	7.07923108380036e-07	0.00144269411452902	0.41263891808101	0.999975591221172
AMBRA1	mRNA	74.8992116219241	-7.67750194657944e-06	0.00144269197325795	0.0134546674974074	0.999975591221172
AMD1	mRNA	562.658228081254	-1.1897655772674e-07	0.00144269314923938	0.912447103544128	0.999975591221172
AMDHD1	mRNA	16.3211328321095	-1.02215170571425e-07	0.00144269491950535	0.712527177466646	0.999975591221172
AMER2	mRNA	5.99514245062093	-1.10689965572096e-07	0.00144269473373006	0.811469441558794	0.999975591221172
AMFR	unclassified transcription discrepancy	15.0798761494954	3.94497277474939e-07	0.00144269215045927	0.7875647978303	0.999975591221172
AMMECR1	unclassified transcription discrepancy	29.9079320032327	6.17230793193716e-06	0.00144269318754522	0.0231889404000302	0.999975591221172
AMMECR1L	mRNA	229.674079454442	-3.7153862324237e-06	0.00144267832029836	0.31676446625124	0.999975591221172
AMMECR1L	misc_RNA	229.674079454442	-3.7153862324237e-06	0.00144267832029836	0.31676446625124	0.999975591221172
AMOTL2	mRNA	4.54855586883668	3.80265489016302e-07	0.0014426938388276	0.691642165456423	0.999975591221172
AMPD1	mRNA	30.6221719331797	4.60056199702357e-08	0.00144269491818826	0.885386427383398	0.999975591221172
AMPD2	mRNA	2.37965444254198	-3.62879948243256e-07	0.00144269418503792	0.646123396554487	0.999975591221172
AMPD3	mRNA	3.97398113236508	2.37808665623501e-07	0.00144269410554316	0.776656738975255	0.999975591221172
ANAPC1	mRNA	0.813285882573805	3.24078311235085e-07	0.00144269429952646	0.661235917142089	0.999975591221172
ANAPC10	mRNA	4.74450999778164	6.77828840368625e-07	0.00144269305502366	0.579195023415443	0.999975591221172
ANAPC13	mRNA	1.56705676719945	-1.49627882145402e-06	0.00144269454847222	0.0523260419577878	0.999975591221172
ANAPC16	mRNA	1.64839026555603	-2.70429422558034e-07	0.00144269359831013	0.788765446217058	0.999975591221172
ANAPC4	mRNA	0.831671581964604	-5.57449591645576e-07	0.00144269459209517	0.386678914673408	0.999975591221172
ANAPC7	mRNA	0.766658841140607	-4.50846981370723e-08	0.0014426944148989	0.945161112132836	0.999975591221172
ANGPT1	mRNA	3.51738022390814	1.18617015231233e-07	0.00144269481190778	0.781891287914563	0.999975591221172
ANGPT2	mRNA	7.50826499470109	-2.62839906824808e-07	0.00144269452356134	0.669685929493603	0.999975591221172
ANGPTL1	mRNA	4.11299563207713	-1.00403469410878e-07	0.00144269441624204	0.881418530273628	0.999975591221172
ANK1	unclassified transcription discrepancy	88.8383288614569	-1.27195274383126e-07	0.00144269350706616	0.730508310916883	0.999975591221172
ANK2	mRNA	89.4421299703249	-2.09301654189784e-07	0.00144269437790434	0.757287077890118	0.999975591221172
ANK3	mRNA	1400.06356237809	2.26771019547653e-07	0.00144269408347794	0.796660568117525	0.999975591221172
ANKDD1A	mRNA	0.595482508685634	-2.92333164476309e-07	0.00144269487389512	0.480114646042176	0.999975591221172
ANKFY1	mRNA	3.92208604831198	-8.0159275892714e-07	0.00144269260826804	0.553362789833094	0.999975591221172
ANKIB1	mRNA	61.3731583409884	1.06097228839357e-06	0.00144268854242405	0.631295594160343	0.999975591221172
ANKLE2	mRNA	1.81188953700473	-3.54919408589869e-07	0.00144269435646825	0.618268634087282	0.999975591221172
ANKRA2	mRNA	5.38201545611212	1.37980992909486e-06	0.00144269201206989	0.392354992113484	0.999975591221172
ANKRD10	mRNA	46.2628355886579	2.39350610661582e-06	0.00144269108229076	0.210374554745455	0.999975591221172
ANKRD11	mRNA	23.3877189226698	-1.26813692630767e-06	0.0014426851105171	0.640190523370132	0.999975591221172
ANKRD12	mRNA	28.3885317880833	-6.7862753901053e-06	0.00144269246378794	0.876655383138599	0.999975591221172
ANKRD13A	misc_RNA	2.00735740351845	-8.44775332302044e-07	0.00144269302410802	0.497316372469911	0.999975591221172
ANKRD13A	mRNA	2.00735740351845	-8.44775332302044e-07	0.00144269302410802	0.497316372469911	0.999975591221172
ANKRD13C	mRNA	96.1119591492244	-1.04120944307823e-06	0.00144268753400717	0.65686301507068	0.999975591221172
ANKRD13D	mRNA	56.1240093036332	-2.04700514726361e-06	0.0014426904249477	0.956521304171377	0.999975591221172
ANKRD17	unclassified transcription discrepancy	104.721429945764	-5.05915200289344e-07	0.00144268046733567	0.643568739468368	0.999975591221172
ANKRD23	mRNA	4.66868125084541	1.33677833502438e-07	0.00144269477853123	0.765713183568788	0.999975591221172
ANKRD28	mRNA	85.6284907878864	-3.10068821528884e-06	0.00144268244643725	0.324845215399019	0.999975591221172
ANKRD44	mRNA	4.95915917290188	-3.25583978067733e-06	0.00144269561033196	0.00190054702794409	0.999975591221172
ANKRD50	mRNA	4.86161208456331	-1.08615775348345e-06	0.00144269422627848	0.26539166977332	0.999975591221172
ANKRD52	mRNA	40.0660696257054	8.50959071912241e-07	0.00144269296992019	0.504336890245794	0.999975591221172
